index,results,average time (3)
0,0,21842558
1,0,633973518
2,0,88527520
3,0,215075413
4,0,13911167
5,0,186754623
6,0,103099822
7,0,52622556
8,0,50587177
9,0,3201484
10,0,18097956
11,0,1738378127
12,0,124314625
13,0,27518987
14,0,1159908771
15,0,3388722
16,0,96906900
17,0,90366045
18,0,289536952
19,0,276511032
20,0,44665336
21,0,34226893
22,0,132245222
23,0,198781171
24,0,266648371
25,0,23719708
26,0,19191105
27,0,216552257
28,0,13231753
29,0,28318245
30,3,104404608
31,4179,49655278
32,0,21967728
33,0,5987961
34,0,166358788
35,0,530639886
36,1,703488270
37,0,5640117247
38,0,9244759
39,0,56466022
40,0,92003265
41,0,13342380
42,0,99915504
43,0,31960089
44,0,77086448
45,0,55080334
46,0,179628928
47,2,69502591
48,0,7537800311
49,0,155775467
