index,results,average time (3)
0,10000,4964279174
1,5680,71305671
2,1160,46570618
3,192,89230934
4,10000,607483863
5,1,53152719
6,10000,681401649
7,2111,126579125
8,1767,75951099
9,461,56480089
10,4,24439016
11,437,94955682
12,1612,52059173
13,2293,121259927
14,6011,197743415
15,1111,192819595
16,655,26854117
17,10000,708635647
18,10000,1368383724
19,1629,166779120
20,858,58697541
21,367,52162885
22,25,616349140
23,25,193932374
24,1,10051726
25,52,30723412
26,252,29348293
27,440,20675102
28,1220,68772553
29,38,24846315
30,413,51499843
31,2137,84530353
32,2,34704366
33,10000,473107893
34,1,52170832
35,529,206099032
36,338,86044946
37,10000,464845577
38,4,461119651
39,10000,293515045
40,42,7926702
41,4,68283239
42,498,50192673
43,16,28379837
44,87,11245170
45,10000,1156241814
46,4278,358096043
47,320,67219574
48,21,10257084
49,1236,220110336
