index,results,average time (3)
0,10000,2266591151
1,5680,43593565
2,1160,23458162
3,192,12571572
4,10000,223866064
5,1,7771809
6,10000,324309666
7,2111,35620848
8,1767,30472198
9,461,12735366
10,4,5995988
11,437,13981977
12,1612,18274386
13,2293,41041850
14,6011,50462325
15,1111,29713789
16,655,15424568
17,10000,205790678
18,10000,200754006
19,1629,32570441
20,858,12778679
21,367,15250762
22,25,28615871
23,25,36124944
24,1,4241943
25,52,6971915
26,252,11493523
27,440,9606758
28,1220,23700554
29,38,6974617
30,413,17580429
31,2137,24035056
32,2,10925372
33,10000,131234963
34,1,7523059
35,529,19508440
36,338,23965835
37,10000,229065894
38,4,18506367
39,10000,205381949
40,42,6779273
41,4,7722615
42,498,19515672
43,16,10834137
44,87,5361715
45,10000,231661319
46,4278,85387944
47,320,13018130
48,21,4732370
49,1236,35548527
