index,results,average time (3)
0,1,195112386
1,1,13075748
2,1,10241667
3,1,75017054
4,3,6884018
5,2,34237781
6,6,203987359
7,9,14025846
8,5,26725768
9,1,3467877
10,2,5706151
11,1,46166896
12,3,3468672
13,40,6650765
14,2,7659673
15,27,10518073
16,38,409812291
17,1,4310856421
18,1,8032559
19,1,6329615
20,1,4438558
21,36,430138110
22,2,3915309
23,2,28867800
24,1,84547678
25,1,8914152
26,1,15461444
27,1,426878928
28,3,3729104
29,1,229467550
30,1,131134112
31,10,5271196
32,1,12103239
33,2,233125288
34,3,21816650
35,3,42009750
36,2,17826080
37,1,45640070
38,1,49043893
39,3,16783793
40,1,76696315
