index,results,average time (3)
0,1,4277301470
1,1,140488465
2,1,18642981
3,1,469992239
4,3,1203360080
5,2,584964592
6,6,1102454343
7,9,393613576
8,5,44953107
9,1,135012387
10,2,42309284
11,1,254341760
12,3,56940952
13,40,20702202
14,2,34992933
15,27,48120180
16,38,9782984812
17,1,4528527179
18,1,45264561
19,1,9893893
20,1,26003280
21,36,4549859841
22,2,25211333
23,2,79750298
24,1,295422394
25,1,111691395
26,1,37359873
27,1,1445572058
28,3,53252537
29,1,1551748752
30,1,173430919
31,10,20318348
32,1,29070774
33,2,663883447
34,3,50284544
35,3,457380373
36,2,20317156
37,1,132176319
38,1,89534918
39,3,58569589
40,1,1251151402
