index,results,average time (3)
0,1,4036494810
1,1,129964907
2,1,19463538
3,1,458822409
4,3,1170935312
5,2,531149466
6,6,1082124709
7,9,382596413
8,5,44524589
9,1,132712046
10,2,51769415
11,1,295075257
12,3,56300719
13,40,21167357
14,2,33520142
15,27,55684248
16,38,9417247294
17,1,5045782486
18,1,46415885
19,1,10576327
20,1,25370438
21,36,4546395539
22,2,23303985
23,2,72198628
24,1,291124979
25,1,82382837
26,1,27176062
27,1,1495819886
28,3,56273460
29,1,1446881770
30,1,230219840
31,10,20543415
32,1,28328656
33,2,709288040
34,3,48722823
35,3,433826843
36,2,28948068
37,1,164962211
38,1,101870536
39,3,56054194
40,1,1185396353
