index,results,average time (3)
0,180,4426637
1,34,2736886
2,459,2838690
3,22,3455559
4,60,2997636
5,23,3248929
6,34,3208477
7,100,3151178
8,138,3440856
9,140,3433704
10,52,3250757
11,39,3202676
12,325,3458738
13,188,2834558
14,14,3081321
15,54,3187894
16,16,2898692
17,67,2665996
18,18,3371317
19,17,3008603
20,49,2683003
21,20,3220796
22,12,2932945
23,110,2673069
24,314,3415902
25,42,3120342
26,134,2735614
27,17,3226438
28,158,2814133
29,100,2997477
30,12,3424326
31,26,4034042
32,58,2938667
33,49,3361145
34,18,2873182
35,127,3278731
36,43,3424803
37,104,3101825
38,208,2872228
39,19,3259976
40,886,3486632
41,363,3213166
42,16,3204345
43,26,2879698
44,20,2962350
45,229,3037611
46,174,2931435
47,7,2907116
48,21,3088553
