index,results,average time (3)
0,0,timeout
1,0,timeout
2,0,timeout
3,0,timeout
4,0,timeout
5,0,timeout
6,1,145097334
7,1,317759195
8,1,83307424
9,0,timeout
10,0,timeout
11,0,timeout
