index,results,average time (3)
0,111,6570100
1,1,13189394
2,0,417227665
3,28,11003970
4,1,74218034
5,10,7456540
6,0,36732593
7,0,3004947
8,0,17088174
9,318,79692284
10,13,275927781
11,12,5141178
12,2,32709836
13,1,8114734
14,7,3582238
15,0,15411217
16,39,20486433
17,0,2814610
18,2161,10023911
19,744,8000453
20,1,8600870
21,87,13787269
22,38,544749180
23,926,3446022
24,7,6861368
25,2,5870898
26,1,3805557
27,462,3131945
28,2,5238214
29,1,5214372
30,108,2906560
31,9,6242433
32,0,2965450
33,1,15423774
34,49,516124883
35,2161,8369922
36,0,3730296
37,7,7570425
38,3,4502931
39,5,5175351
40,1,11607169
41,10000,620803435
42,36,3971894
43,5,6584882
44,1517,15602349
45,0,6695747
46,3,41121244
47,1,6122191
48,8,17971992
49,1830,3953297
