index,results,average time (3)
0,1,4048585
1,3,11828581
2,1,2802371
3,4,77632109
4,8,2831935
5,1,2849022
6,12,3062168
7,1,4650989
8,3,3179152
9,1,3756920
10,1,3354867
11,2,5014975
12,2,3495772
13,1,2753098
14,2,2631584
15,21,4746993
16,1,62862157
17,4,4117090
18,1,3202358
19,8,2607980
20,1,16119241
21,2,3320375
22,2,2842823
23,3,4012743
24,3,3575881
25,2,2916574
26,3,3163178
27,6,3204504
28,1,3251075
29,29,130952596
30,1,3319183
31,2,3220478
32,8,2964503208
33,1,3710110
34,11,6311177
35,2,2643982
36,2,2691904
37,18,14677047
