index,results,average time (3)
0,1,5514224
1,3,9933074
2,1,3646134
3,4,4272222
4,8,3842750
5,1,3284215
6,12,4015524
7,1,5373874
8,3,3415504
9,1,4172165
10,1,3703514
11,2,3910382
12,2,3962039
13,1,3598928
14,2,3640492
15,21,4194020
16,1,58604239
17,4,3429015
18,1,3642479
19,8,3567933
20,1,4936456
21,2,3735541
22,2,3473202
23,3,3537336
24,3,3720124
25,2,3382126
26,3,3474870
27,6,3941853
28,1,3667512
29,29,4387934
30,1,3822803
31,2,3564357
32,8,25430202
33,1,3736336
34,11,3697156
35,2,3346999
36,2,3602822
37,18,4214922
