index,results,average time (3)
0,1,4954417
1,3,12123266
2,1,3360430
3,4,71308056
4,8,3456035
5,1,2984523
6,12,3326415
7,1,4599968
8,3,3433227
9,1,3220637
10,1,2897421
11,2,4082520
12,2,3218491
13,1,2998749
14,2,2893447
15,21,4291534
16,1,69696584
17,4,3237564
18,1,2894003
19,8,3082592
20,1,16239722
21,2,3583510
22,2,3075758
23,3,4329601
24,3,3531614
25,2,3215312
26,3,3369013
27,6,3134250
28,1,3402709
29,29,118147134
30,1,3389358
31,2,3156661
32,8,3154944339
33,1,4380066
34,11,12872218
35,2,3058274
36,2,3089745
37,18,15037059
