index,results,average time (3)
0,10000,156724691
1,1,3429333
2,18,3572384
3,1,6013870
4,4,4978099
5,15,3030617
6,1,8630752
7,7,4378318
8,1,10598977
9,0,3630558
10,26,4860480
11,5,4944562
12,6,3400245
13,12,6079911
14,3,2795616
15,0,3431002
16,17,5266348
17,19,6726820
18,1,11182546
19,530,6820280
20,13,7744550
21,1,3209431
22,4,17833709
23,1,3990570
24,5706,6032307
25,3,43933073
26,1,5054632
27,0,2951542
28,0,2919037
29,70,9173551
30,48,10246515
31,1,5127509
32,11,5602121
33,15,5286852
34,0,18822590
35,4,4952033
36,116,7070064
37,415,5588610
38,0,2693573
39,1,5740244
40,21,3387212
41,1,3930011
42,1,2697467
43,10,10197877
44,234,2585172
45,202,8961756
46,247,8862574
47,9712,7779359
48,744,3213008
49,6,4841089
