index,results,average time (3)
0,408320,426000753
1,1,7863759
2,18,14459132
3,1,16124089
4,4,21633704
5,15,26154199
6,1,12029647
7,7,22377649
8,1,104035377
9,0,12569824
10,26,10757287
11,5,7996002
12,6,8971611
13,12,10614156
14,3,7298071
15,0,8821248
16,17,16515969
17,19,16582091
18,1,11168082
19,530,45538107
20,13,36108016
21,1,10811408
22,4,48395712
23,1,8150020
24,5706,22858381
25,3,163177887
26,1,17147143
27,0,19188880
28,0,9675661
29,70,34099658
30,48,25277773
31,1,11616150
32,11,164803027
33,15,13910372
34,0,113238652
35,4,9344418
36,116,16531149
37,415,26932875
38,0,16089280
39,1,25286992
40,21,8187214
41,1,9040832
42,1,7546345
43,10,36350011
44,234,14407395
45,202,34396965
46,247,14859199
47,9712,78511237
48,744,8090416
49,6,11254945
