index,results,average time (3)
0,10000,327478090
1,1,6008863
2,18,10649521
3,1,12210368
4,4,15974282
5,15,19193728
6,1,9726762
7,7,16300757
8,1,76757828
9,0,9316682
10,26,8138020
11,5,5859216
12,6,6868441
13,12,7342338
14,3,5299806
15,0,6294727
16,17,12368758
17,19,12460549
18,1,8357047
19,530,33761580
20,13,27402241
21,1,7399717
22,4,36101261
23,1,6545463
24,5706,15371401
25,3,122608581
26,1,13113736
27,0,14160394
28,0,7068156
29,70,25199730
30,48,18211046
31,1,9549060
32,11,124363342
33,15,11184135
34,0,102958758
35,4,6601015
36,116,12453078
37,415,19713003
38,0,11742432
39,1,18208900
40,21,5976756
41,1,5394458
42,1,5088010
43,10,25732914
44,234,9712377
45,202,25452454
46,247,11593182
47,9712,59440691
48,744,7283051
49,6,8868217
