index,results,average time (3)
0,1,13544241
1,0,204068898
2,1,30921220
3,12,15107710
4,2,5056698
5,0,27019023
6,3,48014560
7,0,25733232
8,0,29008865
9,7854,14130751
10,70,13026555
11,1,16238768
12,0,10545809
13,2333,142885604
14,8,61537106
15,349,13980706
16,863,13885418
17,98,751801092
18,5789,42088269
19,0,25067328
20,2,17370621
21,1,83272456
22,21,37255684
23,3008,156767447
24,10000,314746856
25,5,16750017
26,14,21250009
27,0,31328678
28,5,16146738
29,657,45353571
30,0,14792998
31,0,155054171
32,92,13493935
33,481,10321934
34,2,22601286
35,3046,29620090
36,0,59943834
37,2,14985004
38,16,129313548
39,1,7980505
40,10,79359133
41,4,22081057
42,71,170638640
43,2,14176209
44,88,92435518
45,0,8651574
46,1,72911023
47,141,21691560
48,1053,19676764
49,8,27870575
