index,results,average time (3)
0,1,14484881
1,0,197449684
2,1,34253358
3,12,15933433
4,2,4996776
5,0,29097079
6,3,54489691
7,0,25582233
8,0,28167167
9,7854,13948201
10,70,12412150
11,1,16657590
12,0,11940161
13,2333,147063175
14,8,66087960
15,349,13585567
16,863,14476855
17,98,738895574
18,5789,40995200
19,0,24458805
20,2,19723891
21,1,105806429
22,21,39779106
23,3008,175254265
24,50121,296564340
25,5,14562208
26,14,20981470
27,0,30666271
28,5,14988581
29,657,43312787
30,0,13989368
31,0,167450507
32,92,14462311
33,481,10623057
34,2,21548826
35,3046,43257633
36,0,51462491
37,2,13983805
38,16,137689113
39,1,7921218
40,10,71319420
41,4,19953647
42,71,213114579
43,2,14263072
44,88,97409724
45,0,8409976
46,1,94343979
47,141,26474634
48,1053,16996303
49,8,24069467
