index,results,average time (3)
0,1,6081024
1,0,24228810
2,1,13816117
3,12,6609121
4,2,3584463
5,0,11387745
6,3,3838459
7,0,7696945
8,0,6814956
9,7854,10647694
10,70,6178060
11,1,6207783
12,0,5450804
13,2333,6572405
14,8,11837402
15,349,6282329
16,863,7593790
17,98,14420270
18,5789,11806408
19,0,9126663
20,2,9424288
21,1,17705042
22,21,4902441
23,3008,28282085
24,10000,37322520
25,5,6981531
26,14,6496031
27,0,7128476
28,5,6643533
29,657,11769135
30,0,5935350
31,0,10407209
32,92,7623990
33,481,4101276
34,2,8270740
35,3046,8998631
36,0,21309455
37,2,8391061
38,16,40081341
39,1,4871765
40,10,28760194
41,4,14303842
42,71,4874070
43,2,6138880
44,88,32641569
45,0,5384206
46,1,7420936
47,141,6135304
48,1053,9428183
49,8,41757583
