index,results,average time (3)
0,3,270304838
1,105096,353769222
2,1,13281106
3,15658,88605006
4,0,129449446
5,2,29347340
6,277,236164171
7,4388,96598545
8,38,103140512
9,5,75250307
10,1,12784401
11,904,40383815
12,147,16203085
13,4361,15749215
14,3,16941387
15,0,27810493
16,36,67903677
17,4,682189305
18,87,69105863
19,0,9020169
20,1,17039060
21,26,26134570
22,0,16697803
23,9,243016560
24,2,36040941
25,3046,26135444
26,5,116095462
27,35,13668378
28,101,104285796
29,734,136379797
30,2,7361650
31,22953,32334406
32,6,339875618
33,258,12452840
34,397,18778959
35,6,40415445
36,1,11141856
37,2,26509840
38,1,28462330
39,7,18219470
40,5,36933739
41,0,8178551
42,0,292019764
43,666,46712000
44,139454,299290736
45,6,523407856
46,7,38550137
47,334,24106581
48,300,25765577
49,14,25260368
