index,results,average time (3)
0,4,6124813
1,1866,38241783
2,321,9513298
3,1144,21445353
4,214,12053410
5,160,8289813
6,3221,33837874
7,57,24233420
8,5280,110156058
9,7069,78982352
10,4087,72830915
11,10000,1083036024
12,3925,51081339
13,10000,251284440
14,16,4715839
15,126,15547036
16,10000,1895176807
17,9,13886292
18,833,23849327
19,930,32178163
20,132,8936802
21,10000,1125222762
22,10000,371836344
23,193,25620301
24,1092,110543409
25,8424,167568524
26,10000,55241981
27,3010,79154729
28,47,9974956
29,7076,64830541
30,741,28039613
31,7262,122742890
32,10000,588455438
33,6,7206916
34,10000,1240175246
35,49,16249894
36,55,109163601
37,20,6866772
38,1672,26356061
39,10000,712333996
40,10000,337806860
41,8478,105133374
42,5849,105699061
43,4,23871818
44,352,53034384
45,1381,43820778
46,10000,817006428
47,10000,522561231
48,762,28420686
49,391,46929120
