index,results,average time (3)
0,4,31652847
1,1866,153599659
2,321,24244626
3,1144,43171166
4,214,17315705
5,160,70543447
6,3221,130313952
7,57,313049236
8,5280,430021206
9,7069,200259526
10,4087,390850623
11,65911,2966964562
12,3925,103548049
13,23741,606788952
14,16,47636429
15,126,80844163
16,136133,3836908737
17,9,35328546
18,833,155525127
19,930,103949069
20,132,53847392
21,104426,6786705414
22,28188,1299921194
23,193,104134479
24,1092,1089973608
25,8424,296276886
26,15392,147404511
27,3010,484459955
28,47,36087910
29,7076,193523247
30,741,127236683
31,7262,496452569
32,28944,3776851335
33,6,91489235
34,515912,4209835608
35,49,108135779
36,55,1900882800
37,20,10635693
38,1672,45074462
39,69459,1210127830
40,12475,3709959903
41,8478,251934369
42,5849,385243494
43,4,4701766569
44,352,1144608417
45,1381,463218927
46,51201,1628955840
47,27350,904312371
48,762,157815853
49,391,419303099
