index,results,average time (3)
0,0,10024626
1,0,5720296
2,0,6789445
3,0,11055310
4,0,9711742
5,0,3987947
6,0,11263449
7,0,3541707
8,0,2813338
9,0,6292501
10,0,4103978
11,458,16942103
12,0,4232167
13,0,4754940
14,33,3438710
15,0,4940986
16,0,3138780
17,0,2350488
18,0,13751983
19,0,7977405
20,0,19581714
21,0,5544661
22,0,56209881
23,0,13531048
24,0,5001782
25,0,40546734
26,0,3085056
27,0,2806742
28,0,3646452
29,0,2769310
30,0,18522261
31,0,5781888
32,1,4899660
33,0,13668854
34,0,28216918
35,0,6157238
36,0,2849180
37,0,4745562
38,0,10925928
39,0,15161116
40,0,3605921
41,0,6107648
42,0,3328481
43,0,2421458
44,4715,5228916
45,0,9346643
46,0,3611325
47,0,6517489
48,0,2676327
49,0,4919528
