index,results,average time (3)
0,0,66391467
1,0,6430705
2,0,13332764
3,0,18821080
4,0,16656477
5,0,15504121
6,0,9393294
7,0,26703198
8,0,74045578
9,0,11380672
10,0,7975895
11,458,47944386
12,0,7631540
13,0,7620413
14,33,6471156
15,0,6931940
16,0,8019287
17,0,11688391
18,0,11562267
19,0,34505207
20,0,30420064
21,0,11332114
22,0,898436863
23,0,16030072
24,0,8542537
25,0,116988658
26,0,13044674
27,0,14155705
28,0,7442235
29,0,18282890
30,0,20174026
31,0,15905141
32,1,122838814
33,0,11347611
34,0,84870655
35,0,7123072
36,0,9879747
37,0,19534666
38,0,266432444
39,0,22974490
40,0,5302269
41,0,5702574
42,0,5703528
43,0,25797843
44,4715,38425365
45,0,59368848
46,0,7570822
47,0,52631775
48,0,6165504
49,0,8952219
