index,results,average time (3)
0,10000,49930969
1,10000,149977445
2,0,9661038
3,0,13038317
4,0,77200491
5,0,10608037
6,0,21543820
7,10000,630372523
8,0,14714558
9,0,3663221
10,0,53642034
11,0,19396781
12,0,215948581
13,2,24755716
14,0,5470752
15,10000,779794692
16,0,17903566
17,0,58318932
18,0,5264917
19,10000,48748731
20,0,18474340
21,1,22185722
22,0,4188616
23,0,3977139
24,10000,128051598
25,0,68037589
26,10000,463429927
27,0,34746566
28,187,24912913
29,13,38466930
30,0,13725677
31,0,11432488
32,10000,36055166
33,2,4789590
34,10000,237314859
35,144,46072085
36,0,6776968
37,0,10842879
38,0,3431478
39,0,101045767
40,407,9880939
41,1,36196629
42,763,19198735
43,10000,448908646
44,0,2907037
45,0,50026734
46,0,40042320
47,10000,1287676413
48,0,3815412
49,0,15955129
