index,results,average time (3)
0,1,25578353325
1,10000,9931990543
2,0,timeout
3,0,3640889
4,0,2418994
5,0,2224047
6,0,2191146
7,0,2035855
8,0,2191781
9,0,3622798998
10,0,1958369
11,0,14333881298
12,0,3092391967
13,0,313870667
14,10000,4217073917
15,0,25336569388
16,0,3958622
17,0,2508878
18,0,5217869
19,0,2115726
20,0,11290950297
21,10000,20262427965
22,0,2358436
23,0,2745389
24,0,2430041
25,0,2148707
26,0,3008215903
27,0,47650116761
28,0,3012339
29,0,2402066
30,10000,44786172071
31,94,2600203831
32,0,timeout
33,0,3542422
34,0,1027160485
35,10000,49515609105
36,0,2657413
37,10000,4131473222
38,0,2144097
39,0,16102044740
40,0,33566235
41,0,4223461548
42,0,1729431390
43,0,2480506
44,765,1140406767
45,10000,27607414722
46,0,887142975
47,0,4386115868
48,0,7486046949
49,0,16132346232
50,0,925384918
51,0,2783059
52,0,1988728
53,10000,89233331123
54,1,71515261649
55,0,3115733
56,0,2517063
57,0,2835273
58,0,timeout
59,0,3926197
60,0,2085129
61,1,11109436591
62,9,27546107927
63,0,2150694
64,0,15641445715
65,0,2164442856
66,0,5305545727
67,0,2134163
68,0,541088342
69,0,2012173
70,0,1820325
71,0,5869070
72,1,203829853216
73,2062,29462849537
74,0,2375602
75,0,830336332
76,0,1896619
77,5,6240574121
78,0,3668387
79,0,5350340842
80,10000,7077239115
81,83,4544090906
82,0,18629868
83,0,58119614
84,0,2138534
85,10000,5300199190
86,0,2037842
87,0,5287255286
88,0,233907871325
89,10000,319887864351
90,0,2395311
91,0,2287546
92,0,2091089
93,43,17964965820
94,0,2284208
95,0,1879850
96,0,1769781
97,0,686685720
98,0,1972834
99,0,1805225
100,0,1882791
101,0,439929008
102,10000,299806991
103,0,timeout
104,0,2185891548
105,0,5081226587
106,0,993406851
107,0,2194563
108,10000,2412968317
109,0,2104917
110,0,2070029
111,0,27263641
112,0,2100944
113,0,1966317
114,0,6839274
115,0,800898790
116,2329,4888976414
117,10000,3774660746
118,10000,4827991246
119,10000,2905526796
120,10000,8111801782
121,0,2243121
122,0,23789597113
123,0,2785523
124,10000,5345637321
125,0,586956023
126,0,2828518
127,315,969178835
128,0,2203861
129,10000,12204791863
130,36,23600660005
131,10000,4207982301
132,0,3585585514
133,10000,4413458665
134,0,3027681191
135,7,4238318442
136,0,2164442
137,0,1871267
138,0,984733819
139,0,286683400
140,0,2453724
141,0,1997311
142,0,2244631
143,0,2013285
144,2,24120518207
145,0,25017888148
146,0,37275313
147,0,1772389093
148,0,7425306161
149,0,1882870
150,16,23848600148
151,0,1936912
152,0,526507933
153,0,1957257
154,0,2055803
155,0,1863876
156,0,1789013
157,0,2107619
158,0,1038178841
159,0,1030741214
160,0,24385541279
161,0,2477963
162,0,2115567
163,0,1881360
164,0,1753091
165,0,1999060
166,0,1842101
167,2630,101928074
168,0,79730113
169,0,2791245
170,0,4127806027
171,0,280950705
172,0,2540269
173,0,1017962773
174,0,2106507
