index,results,average time (3)
0,2,4084904
1,2,4702329
2,2,3522713
3,21,3297249
4,2,3491719
5,1,4262128
6,4,3167867
7,1,3719090
8,1,4243611
9,4,3189563
10,2,3454764
11,1,3157456
12,2,3024418
13,1,3489732
14,2,2807378
15,1,5656321
16,2,4086414
17,4,3182887
18,1,3218014
19,2,3225882
20,3,5215803
21,2,5521217
22,2,2880254
23,3,5210637
24,1,3032445
25,2,2935965
26,2,4133065
27,3,3052234
28,1,3073850
29,2,2963303
30,1,2978324
31,1,3771384
32,4,12730757
33,1,2922852
34,3,2866744
35,1,3235101
36,6,2890030
37,2,2934058
38,1,2931753
39,2,2798000
