index,results,average time (3)
0,2,4738012
1,2,3309011
2,2,3266095
3,21,4810968
4,2,3207603
5,1,90636173
6,4,1367009719
7,1,4338025
8,1,6535768
9,4,3931681
10,2,3249803
11,1,3296851
12,2,3215233
13,1,3436962
14,2,3268718
15,1,13493775
16,2,13815640
17,4,34012158
18,1,3827174
19,2,3229935
20,3,20061492
21,2,1576565344
22,2,3440141
23,3,16782680
24,1,3420908
25,2,3214676
26,2,28563896
27,3,3384033
28,1,3270307
29,2,3173191
30,1,3205776
31,1,30758539
32,4,19714911
33,1,3401120
34,3,3332614
35,1,3996928
36,6,3256479
37,2,3241379
38,1,3182887
39,2,3255843
