index,results,average time (3)
0,2,4255215
1,2,3069559
2,2,3097374
3,21,4257599
4,2,2862930
5,1,88832139
6,4,1220949172
7,1,3769556
8,1,6228049
9,4,3364006
10,2,2588668
11,1,2653916
12,2,2967993
13,1,3288983
14,2,2840677
15,1,12227375
16,2,14384507
17,4,29943624
18,1,3552118
19,2,2912282
20,3,17690658
21,2,1588154792
22,2,3036101
23,3,16714572
24,1,3037531
25,2,2689599
26,2,26936451
27,3,2641200
28,1,2870876
29,2,2640564
30,1,2749998
31,1,28468449
32,4,18618980
33,1,2510229
34,3,2523024
35,1,3754456
36,6,3119865
37,2,3137270
38,1,2992550
39,2,2669254
