index,results,average time (3)
0,166,5615472
1,48,4014889
2,31,3499586
3,149,3743171
4,53,3540992
5,170,3981351
6,199,3555456
7,39,3874301
8,51,3299076
9,455,3863096
10,99,3247260
11,244,4101196
12,27,3472884
13,74,3683169
14,43,3575721
15,233,3770271
16,74,3508090
17,174,3933191
18,334,3595192
19,28,3668784
20,44,3388643
21,22,3429969
22,56,2969423
23,93,3202597
24,53,3012656
25,35,3268241
26,161,3170410
27,52,3285804
28,144,3259738
29,27,3166913
30,25,2965052
31,194,3217299
32,96,3232399
33,104,3202040
34,297,3032684
35,286,3260850
36,30,3031491
37,124,3164529
38,448,3069479
39,48,3113984
40,88,3206729
41,108,4353999
42,444,3307342
43,87,3417173
