index,results,average time (3)
0,166,5069414
1,48,2824385
2,31,3748416
3,149,4597504
4,53,4415432
5,170,3133058
6,199,3669340
7,39,3754535
8,51,3516594
9,455,3395795
10,99,3062804
11,244,3523111
12,27,3212610
13,74,3156423
14,43,3189006
15,233,4442929
16,74,3798246
17,174,3642797
18,334,3829399
19,28,4398265
20,44,3463347
21,22,3284056
22,56,2875407
23,93,3507772
24,53,3183761
25,35,3034353
26,161,2830823
27,52,3262201
28,144,3116925
29,27,3111043
30,25,2711852
31,194,3328084
32,96,3304719
33,104,3128289
34,297,2815564
35,286,3657896
36,30,3073453
37,124,3001768
38,448,3126223
39,48,2942561
40,88,3165642
41,108,2998431
42,444,3089109
43,87,3266016
