index,results,average time (3)
0,166,4362821
1,48,3127812
2,31,3527005
3,149,3637075
4,53,2818902
5,170,3323395
6,199,3542820
7,39,3728627
8,51,3143469
9,455,3763595
10,99,3705501
11,244,3298838
12,27,2966244
13,74,3228107
14,43,3096182
15,233,2956548
16,74,3048578
17,174,3009716
18,334,3239551
19,28,3161906
20,44,2994854
21,22,3022352
22,56,2929448
23,93,2692937
24,53,2943118
25,35,3025531
26,161,3326494
27,52,2999623
28,144,3405809
29,27,3210544
30,25,3066698
31,194,4275162
32,96,3444909
33,104,3471612
34,297,3561655
35,286,3390868
36,30,3351608
37,124,4671334
38,448,4536787
39,48,3335078
40,88,2740382
41,108,3664254
42,444,3004550
43,87,3123283
