index,results,average time (3)
0,15,1616231282
1,116,12505690
2,10000,188722451
3,7,142328023
4,10000,340738614
5,10000,953201055
6,0,2191311677
7,0,12840906
8,0,224990367
9,0,3830058653
10,0,2714978456
11,8383,1564939498
12,0,65005858
13,650,57029723
14,0,19697030
15,0,29776890
16,0,1369803189
17,851,729757626
18,0,196807225
19,5,147076050
20,4574,42374928
21,0,71834325
22,19,78451235
23,9872,74955304
24,10000,1725423176
25,0,4286395787
26,0,1575604120
27,10000,4025554020
28,1,96823930
29,0,689095258
30,0,8777697
31,10000,494557936
32,77,107399383
33,0,133844216
34,0,32250721
35,17,20254532
36,10000,3305734554
37,0,41109720
38,0,158630768
39,50,17316659
40,10000,138915935
41,0,13577460
42,915,118030388
43,0,285734494
44,0,2501646756
45,80,30595063
46,0,2244551
47,3765,34799019
48,10000,3573911666
49,13,531139134
