index,results,average time (3)
0,0,7970809
1,4,23876507
2,2,18270174
3,2,9100834
4,64,18613973
5,2,28199354
6,5,23373682
7,1,18821398
8,5,39637803
9,15,17679611
10,1,32181421
11,0,45328457
12,1,18543163
13,0,3923733
14,1,13324101
15,1,76779047
16,2,18776098
17,0,10813871
18,21,29292821
19,106,98821798
20,2,71680943
21,1,9503920
22,5,9708324
23,3,100624084
24,3,39051611
25,1,9413639
26,1,7606506
27,1,19894599
28,2,15617290
29,3,4192352
30,27,30572811
31,2,9083588
32,24,15426078
33,5,74316342
34,1,11681079
35,1,4145780
36,1,9155352
37,0,199637174
38,1,18751223
39,1,5586067
40,5,4316409
41,0,47271330
42,2,4120508
43,0,3652492
44,0,2856651
45,2,17543792
46,1,24037758
47,4,59647559
48,0,21065791
49,136,56646982
