index,results,average time (3)
0,0,56629577
1,4,23846228
2,2,147893905
3,2,29591401
4,64,30269860
5,2,344885666
6,5,26622135
7,1,22642294
8,5,45946121
9,15,20054817
10,1,58283646
11,0,476521888
12,1,54732878
13,0,23351589
14,1,14571904
15,1,142021019
16,2,388826608
17,0,39910792
18,21,8766203641
19,106,111824432
20,2,76102733
21,1,19842068
22,5,51124333
23,3,142497379
24,3,49097696
25,1,61787764
26,1,55161078
27,1,91683943
28,2,28156598
29,3,12603759
30,27,34578799
31,2,130801597
32,24,247167269
33,5,86639324
34,1,94326575
35,1,9120543
36,1,18357117
37,0,213058868
38,1,51955858
39,1,11486371
40,5,19155819
41,0,173531929
42,2,15236456
43,0,13075192
44,0,3081718
45,2,63181797
46,1,42289097
47,4,101429303
48,0,280390262
49,136,12792379458
