index,results,average time (3)
0,0,61116456
1,4,23849646
2,2,140116850
3,2,32148281
4,64,33689577
5,2,432729959
6,5,42162974
7,1,24301210
8,5,56363820
9,15,22916475
10,1,57167370
11,0,585777600
12,1,54774204
13,0,30131577
14,1,18692334
15,1,142501433
16,2,410666544
17,0,54987350
18,21,8481789588
19,106,126831133
20,2,91668287
21,1,19956747
22,5,59079885
23,3,132720231
24,3,50958235
25,1,77576636
26,1,62004168
27,1,104349533
28,2,32559315
29,3,12737750
30,27,37686427
31,2,159426847
32,24,260715484
33,5,103885173
34,1,102638959
35,1,10636567
36,1,20282506
37,0,215315898
38,1,64731279
39,1,13950744
40,5,21232604
41,0,182375510
42,2,18471638
43,0,14718452
44,0,2632140
45,2,72909911
46,1,51492134
47,4,117768446
48,0,320206880
49,136,16029408216
