index,results,average time (3)
0,48,46313921
1,2,280248006
2,2,346266825
3,21,73079983
4,1,65578142
5,10,240833600
6,0,1112759987
7,22,52897929
8,13,19020954
9,2,18486658
10,1,283646742
11,205,2019240617
12,1,27648528
13,5,2195848305
14,17,567796070
15,1,50368785
16,127,19464889
17,3,10663588
18,1,63423236
19,0,81703583
20,1,150195360
21,3,10125715
22,1,25043884
23,13,80826918
24,7,165258009
25,3,17409483
26,0,45984903
27,1,8890549
28,95,325402338
29,9,28953949
30,25,367175658
31,354,236027002
32,1,40776013
33,2,103033224
34,2,60521284
35,2,67467768
36,0,36975224
37,19,60040950
38,12,172227859
39,1,14438549
40,1,50690809
41,15,52168925
42,1,56097745
43,0,15507856
44,4,176527738
45,0,16898234
46,0,82350333
47,1,14240344
48,25,9894985675
49,1258,48055410
