index,results,average time (3)
0,48,13130426
1,2,18608569
2,2,99802255
3,21,21343469
4,1,7025718
5,10,36557515
6,0,158599376
7,22,33273696
8,13,12370903
9,2,5406061
10,1,23196061
11,205,910666624
12,1,16213893
13,5,222624142
14,17,497393687
15,1,12805779
16,127,15553394
17,3,4248539
18,1,29246727
19,0,27319351
20,1,65553426
21,3,4035393
22,1,5104382
23,13,38119792
24,7,171093622
25,3,7311820
26,0,9117920
27,1,3135998
28,95,60794353
29,9,7565577
30,25,157378593
31,354,59537807
32,1,9697119
33,2,10360399
34,2,17099618
35,2,18694559
36,0,9067376
37,19,15850066
38,12,27141014
39,1,3359476
40,1,29572566
41,15,7200320
42,1,26193539
43,0,3614027
44,4,16698439
45,0,6313244
46,0,14506816
47,1,3313381
48,25,40814717
49,1258,21096388
