index,results,average time (3)
0,2,4861831
1,1,4395245
2,1,202268043
3,1,3106355
4,6,6434837
5,4,3273486
6,1,3362416
7,2,3054141
8,2,4061142
9,1,3248532
10,1,17345110
11,3,3032048
12,1,2952495
13,1,3149429
14,1,3734270
15,99,7829427
16,1,3287791
17,2,3380775
18,1,3280957
19,1,2947886
20,1,3079890
21,1,3135601
22,1,2969026
23,1,2958932
24,1,2973158
25,155,4435777
26,3,3245114
27,1,2870559
28,155,16384919
29,1,3216584
30,2,3588914
31,1,3077824
32,1,3752628
33,6,3167628
34,2,3035783
35,1,2869764
36,1,3214517
37,2,3822564
38,1,3059863
39,5,4943767
40,1,2934693
41,1,18246332
42,1258,312285264
