index,results,average time (3)
0,2,5631843
1,1,5849440
2,1,198475996
3,1,3425121
4,6,7022857
5,4,3268479
6,1,3064552
7,2,3130276
8,2,4062572
9,1,3454367
10,1,17425377
11,3,2989927
12,1,3073294
13,1,2925157
14,1,3060102
15,99,7891813
16,1,3126541
17,2,3203550
18,1,3207206
19,1,2843618
20,1,3107547
21,1,3027279
22,1,2907832
23,1,2926905
24,1,2976814
25,155,4391908
26,3,3029107
27,1,2838690
28,155,17495790
29,1,3035147
30,2,3448883
31,1,2929130
32,1,3252108
33,6,3039359
34,2,3544012
35,1,3561734
36,1,3778139
37,2,4029194
38,1,3565629
39,5,5496263
40,1,3104288
41,1,18226225
42,1258,285223642
