index,results,average time (3)
0,2,4075288
1,1,3420511
2,1,17443179
3,1,2990880
4,6,4197756
5,4,2817948
6,1,2723455
7,2,2744594
8,2,3218253
9,1,2909262
10,1,2816438
11,3,2706686
12,1,2819855
13,1,2847909
14,1,2664089
15,99,3649870
16,1,2691030
17,2,2751508
18,1,2759138
19,1,2699295
20,1,2834558
21,1,2845128
22,1,2887566
23,1,2779244
24,1,2714236
25,155,3346045
26,3,2675294
27,1,2794662
28,155,5947669
29,1,2853949
30,2,2796569
31,1,2830346
32,1,2808967
33,6,2751190
34,2,2668460
35,1,2647638
36,1,2681573
37,2,2662738
38,1,2563317
39,5,2996046
40,1,2660909
41,1,2679824
42,1258,9130080
