index,results,average time (3)
0,10000,25331715106
1,2,238994280
2,10000,5559725125
3,968,192938486
4,787,342057784
5,1393,700580040
6,188,1295468488
7,28,34034410
8,2413,1245179414
9,142,265351692
10,716,269140958
11,1477,275141000
12,129,126630544
13,1281,116183757
14,10000,4107716321
15,6250,2683531522
16,10000,617613871
17,10000,3024517933
18,448,195669412
19,1697,366745153
20,141,81989526
21,39,55775324
22,10,43588399
23,2705,944792270
24,10000,51911636193
25,2896,143998622
26,10000,8464323838
27,7364,192701101
28,1606,1316878079
29,3600,623923142
30,10000,234344164
31,75,25823910
32,92,45306682
33,10000,6544247308
34,10000,701469103
35,810,617190678
36,85,75569867
37,7068,2335215886
38,10000,3980940818
39,7796,1338554779
40,77,153866529
41,1106,1098777691
42,105,62894264
43,1235,386388539
44,7123,3675233363
45,8746,7209244171
46,683,268001714
47,1516,234552462
48,81,82382837
49,0,3188291
