index,results,average time (3)
0,3,90025583
1,4,4180312235
2,0,75929959
3,3,41605631
4,0,127390066
5,1,103847423
6,1,46928723
7,3,169886747
8,2,411100545
9,2,17758448
10,1,69063265
11,1,1370514631
12,1,34204880
13,3,45758485
14,8,9505907
15,2,46069145
16,37,50118922
17,1,20540396
18,4,17370780
19,2,360471009
20,0,97583611
21,0,23729244
22,0,8709509
23,1,22533337
24,1,25432506
25,2,43006817
26,4,38329521
27,17,453010320
28,1,7740735
29,3,35006523
30,0,22544224
31,1,38508971
32,2,12089490
33,1,18854697
34,3,50578673
35,1,86015462
36,2,16545136
37,53,82255601
38,0,454169273
39,0,32478014
40,0,107559362
41,2,13366778
42,0,24216810
43,2,112670580
44,153,255079666
45,2,218843062
46,8,31774679
47,0,116459766
48,2,15576680
49,3,152121463
