index,results,average time (3)
0,3,82001685
1,4,3831878264
2,0,65531174
3,3,37511189
4,0,126985152
5,1,105381647
6,1,45556783
7,3,141987641
8,2,411827325
9,2,16786257
10,1,64964055
11,1,1230667988
12,1,24491548
13,3,48542658
14,8,9851931
15,2,40145873
16,37,42119264
17,1,20431676
18,4,14882246
19,2,379008451
20,0,80454985
21,0,24418036
22,0,6851593
23,1,17752408
24,1,23663440
25,2,45210599
26,4,29459078
27,17,458127418
28,1,7023095
29,3,29041925
30,0,20290215
31,1,40961662
32,2,9870449
33,1,15063682
34,3,31631072
35,1,79315820
36,2,14400641
37,53,78850904
38,0,410108089
39,0,26734430
40,0,95309813
41,2,13836860
42,0,10079304
43,2,102621157
44,153,251462618
45,2,192744572
46,8,25041659
47,0,118929862
48,2,13571818
49,3,137598196
