index,results,average time (3)
0,3,96894502
1,4,4265319506
2,0,88882128
3,3,50459781
4,0,134589671
5,1,107318321
6,1,55952628
7,3,189515749
8,2,403050501
9,2,18649895
10,1,75119733
11,1,1404695828
12,1,28123458
13,3,43879826
14,8,9299675
15,2,48518259
16,37,47883430
17,1,21474281
18,4,19160270
19,2,355298836
20,0,108656962
21,0,23274182
22,0,9623209
23,1,24143616
24,1,27551809
25,2,42414982
26,4,30570745
27,17,429549296
28,1,7128238
29,3,39717912
30,0,26188929
31,1,36541302
32,2,14088153
33,1,20423571
34,3,43634732
35,1,87428013
36,2,19984403
37,53,83111444
38,0,487100362
39,0,37464697
40,0,122906127
41,2,13034422
42,0,9698867
43,2,101238329
44,153,255300203
45,2,245582818
46,8,23657480
47,0,110226233
48,2,19066810
49,3,165823220
