index,results,average time (3)
0,3,78866561
1,4,132767597
2,0,39241234
3,3,17255305
4,0,10919252
5,1,55328686
6,1,16142606
7,3,75633684
8,2,359446286
9,2,6491740
10,1,19717136
11,1,277983188
12,1,17924547
13,3,10723113
14,8,3552595
15,2,11960347
16,37,38635650
17,1,5054314
18,4,13654947
19,2,38318633
20,0,25750398
21,0,5585352
22,0,3298600
23,1,8773326
24,1,20236730
25,2,10874509
26,4,11158148
27,17,13904650
28,1,3342230
29,3,9162028
30,0,4670381
31,1,7380962
32,2,6082852
33,1,11559247
34,3,19305149
35,1,38164217
36,2,3377834
37,53,49999474
38,0,21562655
39,0,26996135
40,0,57587464
41,2,4664182
42,0,3803093
43,2,27974128
44,153,186965703
45,2,49918254
46,8,20799557
47,0,11077880
48,2,10361750
49,3,91660658
