index,results,average time (3)
0,31,15545526
1,4,658671537
2,0,130046923
3,0,18433570
4,2,17681677
5,430,128160555
6,78,41302283
7,31,12486060
8,4,21510521
9,0,29393752
10,1,22611140
11,1,43661514
12,7,456135511
13,6,26336430
14,0,9592214
15,0,71587005
16,15,61898708
17,10,22189775
18,63,1160418986
19,0,104837019
20,1,74544906
21,3,647520224
22,6,258941093
23,0,17321506
24,9,12790918
25,0,80993492
26,4,203569809
27,0,49991766
28,21,177566607
29,4,131400107
30,1,60485600
31,78,34916400
32,3,9506861
33,0,184918164
34,0,9441852
35,67,101322968
36,1,43599843
37,2,43715158
38,15,223278442
39,1,45592784
40,1,165225426
41,8,29852549
42,10,21203676
43,3,321573098
44,4,42687892
45,0,47409295
46,72,246305703
47,1,37696440
48,1,30081987
49,186,6731260617
