index,results,average time (3)
0,31,7636546
1,4,31686623
2,0,8212089
3,0,5756536
4,2,4064559
5,430,31412282
6,78,6730079
7,31,6682952
8,4,10083198
9,0,4358927
10,1,5458513
11,1,30088265
12,7,241037129
13,6,16350984
14,0,4865407
15,0,49732843
16,15,7800817
17,10,13453006
18,63,152356068
19,0,49255688
20,1,52966276
21,3,454607804
22,6,190075635
23,0,3724415
24,9,6477355
25,0,36475499
26,4,21016359
27,0,2967754
28,21,44739484
29,4,145771661
30,1,15735864
31,78,19751230
32,3,4233757
33,0,247110445
34,0,4796663
35,67,68116426
36,1,20720958
37,2,21794239
38,15,60311078
39,1,14139492
40,1,25227784
41,8,19768476
42,10,15806595
43,3,212382316
44,4,18487532
45,0,10940392
46,72,140513817
47,1,13489166
48,1,3516912
49,186,112941821
