index,results,average time (3)
0,31,18777926
1,4,803191502
2,0,161199887
3,0,18230835
4,2,16964594
5,430,116051355
6,78,39087612
7,31,10092019
8,4,18546899
9,0,30818620
10,1,19712368
11,1,36826054
12,7,457616170
13,6,19423881
14,0,8434056
15,0,72308380
16,15,64100026
17,10,18684545
18,63,1217226663
19,0,95186551
20,1,62504608
21,3,665730476
22,6,249054828
23,0,17446199
24,9,12366850
25,0,73109149
26,4,217841784
27,0,55174906
28,21,163493553
29,4,125608443
30,1,60179710
31,78,30360936
32,3,8964140
33,0,187355359
34,0,8354425
35,67,82585493
36,1,43721516
37,2,39432048
38,15,218845446
39,1,40840387
40,1,161393165
41,8,21947621
42,10,16216833
43,3,316988627
44,4,34695227
45,0,43371041
46,72,248037417
47,1,33309936
48,1,24925470
49,186,6328912178
