index,results,average time (3)
0,242,160395463
1,1,4335880
2,16,3650267
3,1,34043152
4,1,96951961
5,2,10049104
6,1,610241651
7,3,299155394
8,1,1674638271
9,1,9603023
10,1,21299043
11,3,3468672
12,1,8480309
13,1,33021847
14,3,5102952
15,1,752699772
16,1,156813700
17,1,3519534
18,5,5144754
19,1,6176868
20,1,46844084
21,2,3495533
22,1,3390947
23,2,3438313
24,2,1702126582
25,3,123925367
26,2,1175091822
27,3,3750880
28,3,4324992
29,1,3491480
30,2,3362814
31,2,3435929
32,2,3412007
33,2,3473838
34,11,3450949
35,1,16597191
36,4,3462155
37,23,14985481
38,3,3521203
39,2,23330767
40,2,10576009
