index,results,average time (3)
0,4,15630562
1,0,8709986
2,7031,158737658
3,7,7915098
4,0,20253419
5,1,68733612
6,0,8751074
7,0,14294623
8,2,4239717
9,171,12403646
10,0,79906940
11,29,11566638
12,0,14965136
13,0,17809629
14,0,2999225
15,0,37570237
16,1,15862861
17,1,11723676
18,0,5811691
19,979,52422046
20,0,10681787
21,0,7527669
22,0,2321560
23,0,35516659
24,0,72207530
25,0,12477874
26,1,4959821
27,0,2096970
28,71,8775313
29,0,7146358
30,0,16222714
31,0,6390730
32,0,4992008
33,0,3330150
34,2,5221207
35,0,9825706
36,1877,33342837
37,0,22369702
38,0,4247982
39,1,67039966
40,0,24027108
41,901,185723940
42,9,14045158
43,0,4944403
44,0,18461227
45,0,21420478
46,0,14794985
47,0,10273535
48,0,23185570
49,83,61185359
