index,results,average time (3)
0,4,49646377
1,0,11063416
2,7031,1064089456
3,7,8948882
4,0,182382106
5,1,237799644
6,0,12011448
7,0,454333384
8,2,6709257
9,171,54162263
10,0,220152377
11,29,33153056
12,0,64641395
13,0,573924382
14,0,2398490
15,0,165762662
16,1,15023310
17,1,22000551
18,0,67658901
19,979,109036683
20,0,48450787
21,0,38730859
22,0,2152045
23,0,180648247
24,0,483261902
25,0,20790417
26,1,12240488
27,0,2431392
28,71,35412947
29,0,10677973
30,0,14939307
31,0,30858278
32,0,9882847
33,0,9181976
34,2,11989275
35,0,27969121
36,1877,27160565
37,0,58198928
38,0,11900663
39,1,212509790
40,0,34783204
41,901,746378341
42,9,19305467
43,0,24832009
44,0,54852008
45,0,20073016
46,0,18519242
47,0,46621401
48,0,139881054
49,83,147042273
