index,results,average time (3)
0,3,21967966
1,1,102979262
2,2,32027085
3,38,90140421
4,11,58017571
5,1,18102291027
6,4,69563308
7,10,34694114
8,3,25696357
9,1,27726650
10,32,12505610
11,25,29929478
12,1,11353810
13,1,57447989
14,16,518686691
15,11,321448246
16,1,52690267
17,5,55068969
18,3,20901123
19,5,6960931857
20,3,193382501
21,24,249119122
22,10,30620733
23,2,28967697
24,3,58185020
25,12,759896436
26,2,32988865
27,336,58756748
28,10,128174066
29,0,59176683
30,1,52291472
31,1,321392376
32,0,61147371
33,5,25722423
34,7,74912070
35,394,243927955
36,49,93778848
37,3,60475269
38,0,6257533
39,77,102866967
40,2,43979723
41,1,145878235
42,1,86216687
43,15,20317077
44,2,9665250
45,3,22679010
46,9,76950231
47,0,17795641
48,3,17335335
49,1,33118803
