index,results,average time (3)
0,3,22526104
1,1,84033330
2,2,29290517
3,38,74676274
4,11,46839872
5,1,15112872361
6,4,61467249
7,10,28352975
8,3,21685043
9,1,28710205
10,32,12258211
11,25,25954007
12,1,10592460
13,1,52813767
14,16,521966536
15,11,342283884
16,1,61155557
17,5,54949124
18,3,22407928
19,5,6634389638
20,3,212312697
21,24,238243738
22,10,28539577
23,2,26224135
24,3,55968840
25,12,824647028
26,2,31403143
27,336,53633053
28,10,126058975
29,0,61693509
30,1,49174069
31,1,325140475
32,0,58788299
33,5,25014082
34,7,78447818
35,394,227602481
36,49,92268069
37,3,60508171
38,0,6420929
39,77,124470790
40,2,55039405
41,1,149466355
42,1,99258660
43,15,20434299
44,2,10014136
45,3,19918441
46,9,80039023
47,0,17866770
48,3,16782601
49,1,33420721
