index,results,average time (3)
0,2,3983894
1,1,8077223
2,1,3401199
3,1,3173907
4,2,2676645
5,1,4534323
6,3,3052552
7,1,2475658
8,1,2538760
9,2,2756595
10,1,2634763
11,1,2445299
12,16,3998915
13,3,13859112
14,1,2572218
15,1,3746906
16,2,2458572
17,2,5299167791
18,12,3132263
19,1,8311033
20,2,823736508
21,1,2932627
22,1,3002961
23,2,2644220
24,2,2738316
25,2,3031571
26,5,2631584
27,1,3158410
28,2,2958217
29,1,3142277
30,1,3181695
31,2,3128369
32,1,2931674
33,1,2967357
34,2,2893288
35,1,2929051
36,1,2910772
37,2,2633015
38,2,3160317
