index,results,average time (3)
0,2,4334608
1,1,9699105
2,1,3415743
3,1,3257671
4,2,3265062
5,1,5597193
6,3,3646452
7,1,3130197
8,1,3292401
9,2,3250519
10,1,3512382
11,1,3350495
12,16,5342642
13,3,16724347
14,1,3250598
15,1,4417816
16,2,3035783
17,2,5489242712
18,12,3391265
19,1,9072224
20,2,1102453390
21,1,3512143
22,1,3566503
23,2,3177880
24,2,3300189
25,2,3631670
26,5,3582954
27,1,3148555
28,2,3201563
29,1,3185748
30,1,3553151
31,2,3075281
32,1,3240823
33,1,3163337
34,2,3222783
35,1,3308693
36,1,3141720
37,2,3240903
38,2,3124554
