index,results,average time (3)
0,2,3985245
1,1,2709865
2,1,3072976
3,1,2902904
4,2,3015120
5,1,2896308
6,3,3527402
7,1,2925077
8,1,2978086
9,2,3059704
10,1,3036021
11,1,3019253
12,16,3097851
13,3,3372589
14,1,3288666
15,1,3117163
16,2,2980708
17,2,7504860
18,12,2910216
19,1,3085056
20,2,3222862
21,1,3017504
22,1,3229379
23,2,2926905
24,2,2690473
25,2,3353356
26,5,3227074
27,1,3132581
28,2,3179152
29,1,3079414
30,1,3291209
31,2,3079414
32,1,2893288
33,1,2771456
34,2,3236770
35,1,3017663
36,1,2895354
37,2,2921501
38,2,2730687
