index,results,average time (3)
0,2,4164854
1,1,9632348
2,1,3712892
3,1,3318627
4,2,3045320
5,1,12257893
6,3,3536621
7,1,3034035
8,1,3013531
9,2,2997318
10,1,3064711
11,1,2807060
12,16,4625558
13,3,16515175
14,1,3271261
15,1,14058987
16,2,2935250
17,2,5925967057
18,12,3679910
19,1,9810924
20,2,1062598148
21,1,3553549
22,1,3680705
23,2,2887169
24,2,3078142
25,2,3600755
26,5,2731322
27,1,2668539
28,2,3227948
29,1,3099679
30,1,3410736
31,2,3347078
32,1,3341118
33,1,3183205
34,2,3467082
35,1,3649075
36,1,3234624
37,2,3010511
38,2,2826849
