index,results,average time (3)
0,28,9505669
1,1,37686347
2,3,9697357
3,8,12933015
4,424,42708157
5,2,49438555
6,2,12187878
7,1,7802088
8,2,9623129
9,969,169728517
10,63,33408244
11,0,23293018
12,108,38643916
13,313,69625615
14,9,242095390
15,2,11515060
16,4,667649030
17,18,38525342
18,29,77447175
19,1,16269683
20,50,33810297
21,1,344003200
22,1,16372759
23,6136,100399811
24,7,51651238
25,1,14024972
26,20,181924501
27,1,13490914
28,1,32600243
29,2,16316095
30,1,41153589
31,59827,410557269
32,1,24344682
33,6,39807478
34,1,24884302
35,40,31779209
36,6,42851288
37,11,15967051
38,1,51180600
39,4,26157379
40,5,22320428
41,1,38531621
42,7,71047702
43,1,25094429
44,2,44941186
45,2,20319143
46,49,20668983
47,2,65473079
48,1,26707330
49,4,34296273
