index,results,average time (3)
0,1,28135061
1,1,947926044
2,1,308402696
3,1,826306183
4,1,536777257
5,2,196439424
6,2,2113283475
7,1,70381164
8,2,74710845
9,4,2600032011
10,2,2478220939
11,2,16165494
12,3,1873124678
13,1,762418508
14,1,2747383594
15,2,602658112
16,1,392760753
17,1,193600098
18,1,51939805
19,1,196746348
20,3,288949171
21,1,448418776
22,2,2398955027
23,1,26767094
24,3,1067383606
25,4,2192265986
26,1,18672783
27,2,28164227
28,1,30512253
29,1,61541239
30,2,245308319
31,9,824605226
32,8,1304875135
33,5,6391927321
34,2,10905186
35,1,68161566
36,1,14813025
37,2,14942009
38,1,208646853
39,1,1046422163
40,1,61113595
41,1,83250522
42,3,8092209100
43,1,450541337
