index,results,average time (3)
0,264,4879712
1,1334,7701555
2,14,4168986
3,10,6201346
4,3,3762403
5,33,4570722
6,10000,72135527
7,3,5567550
8,60,7667858
9,3485,15754937
10,7942,14192819
11,13,11591036
12,9,4673401
13,1,3266095
14,10,5944410
15,3,3938595
16,459,9445507
17,528,7644335
18,131,5120674
19,1,7648865
20,5,5783716
21,1,4791577
22,10000,42085011
23,4,3908474
24,133,82280317
25,31,9248653
26,2,7474739
27,209,9893575
28,30,3500461
29,491,9037732
30,1355,7456302
31,5,5623737
32,2,4177331
33,7,5710442
34,2,2644538
35,3,4227319
36,346,7976372
37,489,6476719
38,9,5846341
39,12,3160396
40,179,5024671
41,31,5666096
42,1,3728071
43,1,2996364
44,449,23014147
45,1,4825830
46,0,2607662
47,2,4571755
48,205,19552151
49,54,7691859
