index,results,average time (3)
0,264,10853528
1,1334,12866258
2,14,8213042
3,10,45205672
4,3,9732961
5,33,10333378
6,10000,105362494
7,3,33737897
8,60,22565761
9,3485,15173196
10,7942,29234727
11,13,49161672
12,9,43967962
13,1,9363332
14,10,24329900
15,3,28685966
16,459,63759485
17,528,30421574
18,131,36472399
19,1,195986429
20,5,48716465
21,1,30251025
22,10000,96036274
23,4,91414530
24,133,1391989230
25,31,246098915
26,2,21128972
27,209,21178801
28,30,12509822
29,491,45896291
30,1355,11403560
31,5,21539210
32,2,12937307
33,7,43262401
34,2,13204177
35,3,21590073
36,346,15198866
37,489,55961926
38,9,185080845
39,12,10319947
40,179,19210655
41,31,15789270
42,1,17540295
43,1,7444142
44,449,233141104
45,1,26836712
46,0,2556243
47,2,28671661
48,205,75694957
49,54,19665717
