index,results,average time (3)
0,264,11715888
1,1334,14216820
2,14,10702768
3,10,46324809
4,3,11799414
5,33,12964804
6,18230,105615138
7,3,19022385
8,60,30211130
9,3485,14226992
10,7942,29815991
11,13,60563484
12,9,54177283
13,1,11701345
14,10,25955279
15,3,36823113
16,459,58626492
17,528,31184196
18,131,42321443
19,1,192020177
20,5,55670737
21,1,36887406
22,10080,120971838
23,4,81864038
24,133,1789468129
25,31,227003812
26,2,20137309
27,209,23625373
28,30,13586282
29,491,51145871
30,1355,10708172
31,5,27896642
32,2,17087300
33,7,47597328
34,2,13310829
35,3,28563181
36,346,17362594
37,489,53639093
38,9,220751046
39,12,11735438
40,179,22089321
41,31,19353707
42,1,22413809
43,1,8378267
44,449,284164587
45,1,31516233
46,0,2577145
47,2,37790059
48,205,93462625
49,54,24146874
