index,results,average time (3)
0,156,4068533
1,70,2900123
2,17,3010113
3,229,3218173
4,18,3013133
5,40,3817716
6,28,2902825
7,64,3002325
8,20,2902427
9,148,3149827
10,486,3118355
11,260,3062645
12,113,2955118
13,140,3040392
14,28,2932230
15,58,2918322
16,40,2932866
17,3652,6049473
18,21,2967278
19,46,3250996
20,41,3003278
21,31,3814696
22,104,3112395
23,250,3193855
24,66,3153959
25,27,3713210
26,168,3101746
27,38,3511825
28,307,3213564
29,189,3135601
30,112,3050406
31,59,3054539
32,28,2923726
33,50,3039200
34,75,3234068
35,22,2937157
36,82,2949952
37,27,3002722
38,194,3206570
39,134,3203709
40,130,3022988
41,222,3167708
42,79,2893129
43,144,3091652
44,33,3002484
45,660,3588517
46,82,2941846
47,108,3089427
48,258,3234227
