index,results,average time (3)
0,156,5612214
1,70,2830743
2,17,3296375
3,229,3871122
4,18,3311633
5,40,3212610
6,28,3756204
7,64,3051519
8,20,3087440
9,148,3647247
10,486,3078142
11,260,2729256
12,113,3016789
13,140,2794106
14,28,4587490
15,58,3417491
16,40,2750634
17,3652,4819869
18,21,2944389
19,46,3301779
20,41,2730925
21,31,2709785
22,104,2993980
23,250,3027995
24,66,2863963
25,27,2833763
26,168,2733865
27,38,2840439
28,307,3145773
29,189,2991199
30,112,3341674
31,59,3164608
32,28,2760330
33,50,3077347
34,75,3029425
35,22,3152926
36,82,3396113
37,27,2839723
38,194,3028869
39,134,3219206
40,130,2825657
41,222,3056764
42,79,3128448
43,144,2846002
44,33,2831458
45,660,3389517
46,82,2991596
47,108,2868254
48,258,3245432
